30,51,353,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,11,15,11,15,15,11,10,5,11,11,11,11,15,5,15,5,15,5,11,15,15,15,11,15,11,11,15,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,2,3,3,4,5,5,6,7,8,9,10,7,11,12,13,14,15,16,17,2,18,19,6,20,21,22,23,24,25,2,34,35,4,36,37,44,45,4,38,39,46,47,4,40,41,48,49,6,20,21,22,23,24,25,6,26,27,28,29,30,31,2,32,33,4,36,37,44,45,4,42,43,50,51
2,1,2,3,3,4,5,5,6,7,8,9,10,7,11,12,13,14,15,16,17,2,18,19,6,20,21,22,23,24,25,2,34,35,4,36,37,44,45,4,38,39,46,47,4,40,41,48,49,4,42,43,50,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,2,3,3,4,5,5,6,7,8,9,10,7,11,12,13,14,15,16,17,2,18,19,6,20,21,22,23,24,25,2,34,35,4,36,37,44,45,4,38,39,46,47,4,40,41,48,49,6,20,21,22,23,24,25,6,26,27,28,29,30,31,2,32,33,4,36,37,44,45,4,42,43,50,51
2,1,2,3,3,4,5,5,6,7,8,9,10,7,11,12,13,14,15,16,17,2,18,19,6,20,21,22,23,24,25,2,34,35,4,36,37,44,45,4,38,39,46,47,4,40,41,48,49,4,42,43,50,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,2,3,3,4,5,5,6,7,8,9,10,7,11,12,13,14,15,16,17,2,18,19,6,20,21,22,23,24,25,2,34,35,4,36,37,44,45,4,38,39,46,47,4,40,41,48,49,6,20,21,22,23,24,25,6,26,27,28,29,30,31,2,32,33,4,36,37,44,45,4,42,43,50,51
2,1,2,3,3,4,5,5,6,7,8,9,10,7,11,12,13,14,15,16,17,2,18,19,6,20,21,22,23,24,25,2,34,35,4,36,37,44,45,4,38,39,46,47,4,40,41,48,49,6,20,21,22,23,24,25,6,26,27,28,29,30,31,2,32,33,4,36,37,44,45,4,42,43,50,51
2,1,2,3,3,4,5,5,6,7,8,9,10,7,11,12,13,14,15,16,17,2,18,19,6,20,21,22,23,24,25,2,34,35,4,36,37,44,45,4,38,39,46,47,4,40,41,48,49,4,42,43,50,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,2,3,3,4,5,5,6,7,8,9,10,7,11,12,13,14,15,16,17,2,18,19,6,20,21,22,23,24,25,2,34,35,4,36,37,44,45,4,38,39,46,47,4,40,41,48,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
